name,classification,actor,director,score,year
裁缝 The Dressmaker,剧情,"凯特·温丝莱特,朱迪·戴维斯,利亚姆·海姆斯沃斯,雨果·维文,卡罗琳·古多尔,莎拉·斯努克,萨莎·霍勒,凯瑞·福克斯,朱丽娅·布莱克,吉姆·麦凯,盖东·格兰特利",乔瑟琳·穆尔豪斯,7.8,2015
终结者：创世纪 Terminator Genisys,"动作,科幻,冒险","阿诺·施瓦辛格,杰森·克拉科,艾米莉亚·克拉克,杰·科特尼,J·K·西蒙斯,戴奥·奥柯奈伊,马特·史密斯,考特尼·万斯,李秉宪,迈克尔·盖拉迪斯,何家蓓,韦恩·巴斯楚普,格雷戈里·艾伦·威廉斯,奥托·桑切斯,马蒂·费拉罗,格里夫·弗斯特,伊恩·埃瑟里奇,诺兰·格罗斯,塞思·梅里韦瑟,阿非莫·奥米拉,特瑞·韦伯,凯莉·奥马利",阿兰·泰勒,6.9,2015
我是路人甲,"剧情,喜剧","万国鹏,王婷,沈凯,徐小琴,林晨,魏星,蒿怡帆,蒿怡菲,覃培军,王昭,张文斌,林俭,耿立树,张喜来,周鹏,寇骏,姜涛,袁咏仪,方中信,刘伟强,冯德伦,吴彦祖,尔冬升,麦兆辉,庄文强,方平,张静初,许鞍华,林更新,蒋梦婕,陆剑明",尔冬升,7.2,2015
澳门风云2 賭城風雲II,"喜剧,动作","周润发,张家辉,刘嘉玲,余文乐,王诗龄,胡然,姜大卫,童菲,吴樾,金巧巧,黄德斌,姜皓文,曾国祥,袁泉,曾志伟,陈百祥,孟瑶,刘德华","王晶,张敏",5.6,2015
超能陆战队 Big Hero 6,"喜剧,动作,科幻,动画,冒险","斯科特·安第斯,瑞恩·波特,丹尼尔·海尼,T·J·米勒,杰米·钟,小达蒙·韦恩斯,珍尼希斯·罗德里格兹,詹姆斯·克伦威尔,艾伦·图代克,玛娅·鲁道夫,亚布拉哈姆·本鲁比,凯蒂·洛斯,比利·布什,丹尼尔·吉尔森,保罗·布里格斯","唐·霍尔,克里斯·威廉姆斯",8.6,2014
重返20岁,"喜剧,爱情,奇幻","杨子姗,归亚蕾,陈柏霖,鹿晗,王德顺,赵立新,李宜娟,尹航,夏子涵,林丛,杨青,周雨彤",陈正道,7.2,2015
间谍之桥 Bridge of Spies,"剧情,传记,历史","汤姆·汉克斯,马克·里朗斯,斯科特· 谢泼德,艾米·莱安,塞巴斯蒂安·科赫,阿伦·阿尔达,奥斯汀·斯托维尔,比利·马格努森,伊芙·休森,杰西·普莱蒙,迈克尔·加斯顿,皮特·麦克罗比,多米尼克·隆巴多兹,布莱恩·胡奇森 ,约书亚·哈尔托,Mikhail Gorevoy",史蒂文·斯皮尔伯格,8.0,2015
愚人节 エイプリルフールズ,喜剧,"户田惠梨香,松坂桃李,里见浩太朗,富司纯子,中山裕介,小泽征悦,菜菜绪,大和田伸也,户次重幸,宍户美和公,寺岛进,滨边美波,高桥努,山口纱弥加,千叶真一,泷藤贤一,古田新太,木南晴夏,高岛政伸,镰田小惠子,冈田将生,生濑胜久,千叶雅子,浦上晟周,洼田正孝,矢野圣人,小池荣子",石川淳一,7.8,2015
哦我的鬼神大人 오 나의 귀신님,"喜剧,爱情,惊悚","朴宝英,曹政奭,金瑟祺,郭时旸,林周焕,朴贞雅",刘在元,8.2,2015
栀子花开,爱情,"李易峰,张慧雯,蒋劲夫,魏大勋,杜天皓,张予曦,李心艾,宋轶,张云龙,柴格,王佑硕,李玟,陈羽凡,胡海泉",何炅,4.1,2015
名侦探柯南：业火的向日葵 名探偵コナン 業火の向日葵,"动画,悬疑,冒险","高山南,山崎和佳奈,小山力也,山口胜平,荣仓奈奈,林原惠美,松井菜樱子,茶风林,绪方贤一,岩居由希子,高木涉,大谷育江,富田耕生",静野孔文,5.6,2015
一拳超人 ワンパンマン,"剧情,动作,动画","古川慎,石川界人,梶裕贵,悠木碧,中村悠一,山路和弘,安元洋贵,樱井孝宏,小西克幸,宫野真守,早见沙织,津田健次郎,高山南,玄田哲章,上田耀司,浪川大辅,日野聪,上田祐司,鸟海浩辅,羽多野涉,小野坂昌也,细谷佳正,飞田展男,内山昂辉,小山力也,关智一,三木真一郎,宫崎宽务,泽城美雪,石冢运升,高木涉,森川智之",夏目真悟,9.2,2015
问题餐厅 問題のあるレストラン,剧情,"真木阳子,东出昌大,二阶堂富美,高畑充希,菅田将晖,松冈茉优,臼田麻美,江原由希子,田山凉成,安田显,吹越满,杉本哲太,菊池亚希子","并木道子,加藤裕将,森脇智延",8.8,2015
感化院 Freistatt,剧情,"乔纳斯·伯格,路易斯·霍夫曼,杰拉德·亚历山大·海德,史蒂芬·格罗斯曼,马克思·雷迈特,乌尔里奇·图克尔,安娜·布拉德-维尔纳,阿克西尔·普拉尔,乌韦·博姆,马古斯·克罗杰尔",马克·布拉蒙德,8.4,2015
爱恋 Love,"剧情,爱情,情色","卡尔·格洛斯曼,黛博拉·海薇,奥米·穆尤克,克拉拉·克里斯汀,贝努瓦·戴比,文森特·马拉瓦尔,胡安·萨维德拉,阿隆·佩奇斯,伊莎贝尔·尼库,斯黛拉·罗夏",加斯帕·诺,6.5,2015
末日崩塌 San Andreas,"动作,冒险,灾难","道恩·强森,亚历珊德拉·达达里奥,卡拉·古奇诺,雨果·约翰斯通-伯特,雅奇·潘嘉比,科尔顿·海恩斯,艾恩·格拉法德,保罗·吉亚玛提,凯莉·米洛,李威尹,瓦内萨·罗斯,马特·杰拉德,阿特·帕金森,罗宾·阿特金·唐斯,艾伦·D·柏温,亚历克·乌特戈夫,摩根·格莉芬,杰米斯·巴特勒,艾伦·波普尔顿",布拉德·佩顿,7.0,2015
掟上今日子的备忘录 掟上今日子の備忘録,"剧情,悬疑","新垣结衣,冈田将生,及川光博,有冈大贵,内田理央,中越典子,雾岛丽香,蕨野友也,三宅弘城,上野夏妃,神保悟志 ,映美藏良,堀井新太,笃海,工藤俊作,冈村优,相岛一之,小松利昌,恩田括,山田明乡,高木星来,入山法子,浅见姬香,冈山一,高桥亚由美,森冈丰,手岛优,石田光,远山俊也,要润",佐藤东弥,8.2,2015
选中之人 Las elegidas,剧情,,David Pablos,7.3,2015
极限挑战 第一季,真人秀,,"任静,严敏",8.9,2015
特殊失踪专案组：失踪的黑色M 실종느와르 M,"动作,悬疑,犯罪","金刚于,朴熙顺,赵宝儿,朴素贤",李胜英,9.0,2015
破风 破風,"剧情,运动","彭于晏,窦骁,崔始源,王珞丹,陈家乐,欧阳娜娜,连凯",林超贤,7.2,2015
叶问3,"剧情,动作,传记,历史","甄子丹,迈克·泰森,张晋,熊黛林,谭耀文,吴千语,喻亢,郑则仕,梁家仁,张继聪,陈国坤,刘以达,宗菲,曹操,王实,崔璨,刘艺菲",叶伟信,6.3,2015
我的诗篇,纪录片,,"吴飞跃,秦晓宇",7.7,2015
怦然星动,"喜剧,爱情","杨幂,李易峰,陈数,王耀庆,张云龙,迪丽热巴,金世佳",陈国辉,4.4,2015
饥饿游戏3：嘲笑鸟(下) The Hunger Games: Mockingjay - Part 2,"动作,科幻,冒险","詹妮弗·劳伦斯,乔什·哈切森,利亚姆·海姆斯沃斯,伍迪·哈里森,伊丽莎白·班克斯,朱丽安·摩尔,菲利普·塞默·霍夫曼,杰弗里·怀特,斯坦利·图齐,唐纳德·萨瑟兰,托比·琼斯,山姆·克拉弗林,吉娜·马隆,娜塔莉·多默尔,伊万·罗斯",弗朗西斯·劳伦斯,6.1,2015
45周年 45 Years,"剧情,爱情","夏洛特·兰普林,多莉·韦尔斯,汤姆·康特奈,杰拉丁妮·詹姆斯,山姆·亚历山大,麦克斯·路德,大卫·西布利,汉娜·查尔莫斯,理查德·坎宁汉姆,米歇尔·芬奇,保罗·戈德史密斯",安德鲁·海格,7.7,2015
民王,剧情,"远藤宪一,菅田将晖,本仮屋唯佳,知英,高桥一生,金田明夫,峰村理惠,山内圭哉,原金太郎,池谷伸枝,六角精儿,草刈正雄,西田敏行","木村ひさし,本橋圭太",8.4,2015
食梦者 バクマン。,喜剧,"佐藤健,神木隆之介,小松菜奈,桐谷健太,新井浩文,皆川猿时,山田孝之,宫藤官九郎,中川雅也,染谷将太",大根仁,7.7,2015
奸臣 간신,"剧情,情色,古装","朱智勋,金刚于,林智妍,千虎珍,李裕英",闵奎东,6.4,2015
小时代4：灵魂尽头,"喜剧,爱情","杨幂,郭采洁,陈学冬,郭碧婷,谢依霖,李贤宰,锦荣,任言恺,姜潮,王琳,商侃",郭敬明,4.6,2015
移动迷宫2 Maze Runner: The Scorch Trials,"动作,科幻,惊悚","迪伦·欧布莱恩,卡雅·斯考达里奥,托马斯·布罗迪-桑斯特,吉安卡罗·埃斯波西托,艾丹·吉伦,李起弘,巴里·佩珀,莉莉·泰勒,派翠西娅·克拉克森,德克斯特·达登,亚历山大·弗洛里斯,雅库布·洛弗兰德,罗莎·萨拉查,特里·戴尔·帕克斯,凯瑟琳·史密斯-麦格林,凯瑟琳·麦克纳马拉,娜塔莉·伊曼纽尔",韦斯·鲍尔,5.7,2015
明日世界 Tomorrowland,"动作,科幻,冒险","布丽特·罗伯森,乔治·克鲁尼,拉菲·卡西迪,休·劳瑞,托马斯·罗宾逊,皮尔斯·加格农,蒂姆·麦格罗,朱迪·格雷尔,凯瑟琳·哈恩,科甘-迈克尔·凯,洛奇林·莫罗,阿莉娅·奥伯里恩,达伦·萨赫拉维,迈克尔·罗,克里斯·鲍尔,莫妮卡·甘德顿,保罗·麦克吉莱恩,艾米·伊斯特尔,杰迪代亚·古达克,马库斯·罗斯纳,马修·麦考尔,克林特·卡尔顿",布拉德·伯德,6.2,2015
礼物 The Present,"动画,短片","Samantha Brown,Quinn Nealy",Jacob Frey,8.2,2015
寄生兽：完结篇 寄生獣 完結編,"科幻,恐怖","染谷将太,深津绘里,阿部隆史,桥本爱,新井浩文,岩井秀人,山中崇,皮埃尔泷,丰原功补,大森南朋,北村一辉,国村隼,浅野忠信",山崎贵,6.9,2015
阿薇尔与虚构世界 Avril et le monde truqué,"喜剧,动画,冒险","玛丽昂·歌迪亚,菲烈·卡特林,让·雷谢夫,奥利弗·古尔迈,马克-安德烈·格隆丁,伯利·兰内尔,安妮·考森斯,玛莎·格莱农,卡洛斯·阿拉斯拉奇,维克托·勃兰特,马克·卡马乔,保罗·吉亚玛提","克里斯汀·丹米尔斯,弗兰克·叶根吉",7.8,2015
精灵旅社2 Hotel Transylvania 2,"喜剧,动画,奇幻","亚当·桑德勒,安迪·萨姆伯格,赛琳娜·戈麦斯,凯文·詹姆斯,大卫·斯佩德,史蒂夫·布西密,科甘-迈克尔·凯,莫莉·香侬,梅尔·布鲁克斯,法兰·德瑞雪,阿什·布林克夫,梅根·莫拉莉,尼克·奥弗曼,达纳·卡维,罗伯·里格尔,尼克·斯旺森",格恩迪·塔塔科夫斯基,7.4,2015
无理之人 Irrational Man,剧情,"艾玛·斯通,杰昆·菲尼克斯,杰米·布莱克利,帕克·波西,伊桑·菲利普斯,大卫·阿隆·贝克,梅瑞迪斯·海格纳,本·罗森菲尔德,索菲·冯·海索博格",伍迪·艾伦,7.2,2015
咱们结婚吧,"喜剧,爱情","高圆圆,姜武,李晨,郑恺,陈意涵,郭碧婷,刘涛,王自健,明道,萨日娜,张铎,大左,莫小棋,屠洪刚,英壮,朱佳煜,范明,江平,王彤,刘天池",刘江,6.0,2015
绝命海拔 Everest,"剧情,传记,冒险","杰森·克拉科,乔什·布洛林,约翰·浩克斯,罗宾·怀特,艾米丽·沃森,迈克尔·凯利,凯拉·奈特莉,萨姆·沃辛顿,杰克·吉伦哈尔,克莱夫·斯坦登,伊丽莎白·德比茨基,米娅·高斯,马丁·亨德森,凡妮莎·柯比,汤姆·古德曼-希尔,森尚子",巴塔萨·科马库,7.4,2015
喜丧,"剧情,家庭","郁凤云,王士兰,李宝明,阮凤鸣",张涛,7.5,2015
塔洛,剧情,"西德尼玛,杨秀措",万玛才旦,7.7,2015
元日,"动画,短片,儿童,历史,古装","袁国庆,俞江,徐慧","彭擎政,林旭坚（监制）",8.0,2015
一念天堂,喜剧,"沈腾,马丽,杜晓宇,林雪,王子子,李元鹏,苏志丹,徐若琪,齐海洋",张承,5.2,2015
我，迈克尔 I Am Michael,"剧情,同性","詹姆斯·弗兰科,艾玛·罗伯茨,扎克瑞·昆图,克里斯·泽尔卡,阿万·乔贾,查理·卡维尔,达丽尔·汉纳,莱文·兰宾,莱斯莉·安·华伦,德文·格拉耶,埃薇·汤普森,Jenna Leigh Green,Daniel Polo,Blake Young-Fountain,Reema Sampat,Blake Lee",贾斯汀·凯利,5.1,2015
为你取名的那一天 犬に名前をつける日,剧情,"小林聪美,上川隆也,青山美乡",山田茜,8.4,2015
旅行的机器人 旅のロボから,"喜剧,动画,短片","山寺宏一,林原惠美",冲浦启之,7.8,2015
战前童年 The Childhood of a Leader,"剧情,悬疑,恐怖","罗伯特·帕丁森,斯塔西·马汀,利亚姆·坎宁安,贝热尼丝·贝乔,卡洛琳·博尔顿,丽贝卡·达扬,苏菲·柯蒂斯,卢卡·伯科维奇,汤姆·斯威特,友兰达·梦露,米迦勒·埃普,斯科特·亚历山大·杨,罗德里克·希尔,杰瑞米·惠勒",布拉迪·科贝特,7.0,2015
女间谍 Spy,"喜剧,动作,犯罪","梅丽莎·麦卡西,杰森·斯坦森,裘德·洛,萝丝·拜恩,莫蕾娜·巴卡林,李威尹,艾莉森·珍妮,鲍比·坎纳瓦尔,50分,彼得·塞拉菲诺威茨,卡洛斯·庞丝,扎克·伍兹,杰西卡·查芬,米兰达·哈特,艾丽西娅·维拉-贝利,娜吉丝·法克利",保罗·费格,7.5,2015
火影忍者剧场版：博人传 BORUTO -NARUTO THE MOVIE-,"动作,动画,冒险","三瓶由布子,菊池心,竹内顺子,杉山纪彰,阿部敦,小野贤章,木岛隆一,早见沙织,浪川大辅",山下宏幸,8.4,2015
咱们裸熊 第一季 We Bare Bears Season 1,动画,"埃里克·埃德尔斯坦,杰森·李,迪米特利·马丁,鲍比·莫尼汉,帕顿·奥斯瓦尔特,查琳·易,大卫·卡耶,艾丽·坎伯尔,辛希亚·卡耶·麦克威廉姆斯,迪恩·卡梅伦,基思·弗格森",Manny Hernandez,9.2,2015
孟买之恋 Loev,"爱情,同性","希沃·潘迪特,德鲁夫·加内什,西达尔特·梅农,瑞瑟·查达哈",苏德翰舒·萨利亚,7.2,2015
芈月传,"剧情,古装","孙俪,黄轩,方中信,刘涛,马苏,高云翔,祖峰,巩峥,姜宏波,孙茜,蒋欣,赵文瑄,斓曦,曾虹畅,徐百卉,徐翠翠,郭昊伦,毛俊杰,赵立新,曹卫宇,曹征,朱一龙,张钧涵,郑业成,马思纯,宋佳伦",郑晓龙,5.2,2015
误杀瞒天记 Drishyam,"剧情,悬疑,惊悚","阿贾耶·德乌干,塔布,施芮娅·萨兰,拉贾特·卡普尔,伊西塔·杜塔,莫伦诺·贾达夫,皮拉桑纳·凯特卡尔,尤盖莎·索南,帕拉斯莫什·帕拉布",尼西卡特·卡马特,8.1,2015
深夜食堂 电影版 映画 深夜食堂,剧情,"小林薰,绫田俊树,不破万作,松重丰, 安藤玉惠,山中崇,宇野祥平,光石研,小田切让,高冈早纪,柄本时生,多部未华子,余贵美子,筒井道隆,菊池亚希子,田中裕子,平田薫",松冈锭司,7.8,2014
分歧者2：绝地反击 Insurgent,"动作,爱情,科幻,冒险","谢琳·伍德蕾,提奥·詹姆斯,凯特·温丝莱特,奥克塔维亚·斯宾瑟,杰·科特尼,佐伊·克罗维兹,迈尔斯·特勒,安塞尔·艾尔高特,李美琪,娜奥米·沃茨,梅奇·费法,贾斯蒂斯·利克,本·劳埃德-休斯,托尼·戈德温,艾什莉·贾德,雷·史蒂文森,约翰尼·韦斯顿,苏琪·沃特豪斯,恩杰伊·安东尼,罗莎·萨拉查,肯德里克·克罗斯,丹尼尔·金",罗伯特·斯文克 ,5.8,2015
毒枭 第一季 Narcos Season 1,"剧情,动作,传记,犯罪","瓦格纳·马拉,乔安娜 克里斯蒂,莫里斯·孔特,波伊德·霍布鲁克,佩德罗·帕斯卡,Stephanie Sigman,罗伯托·厄宾纳,安娜·德拉·雷古拉,Danielle Kennedy,迭戈·卡塔诺,豪尔赫A.希门尼斯,鲍琳娜·盖坦,胡安帕布鲁拉巴,劳尔·门德兹,安德瑞马托斯,布鲁诺庇屈,Thaddeus Phillips","安德雷斯·拜兹,费尔南多·科英布拉,若泽·帕迪里亚,吉列尔莫·纳瓦罗",9.2,2015
何以笙箫默,爱情,"黄晓明,杨幂,佟大为,杨颖,谢依霖,黄子韬,陈冲,何穗,马苏,华少,曾志伟,姚安濂,孙艺洲,孔连顺,沈泰,刘天佐","杨文军,黄斌",3.6,2015
陷入纯情 순정에 반하다,"剧情,爱情","郑京浩,金素妍,尹贤敏,晋久",池英洙,8.2,2015
橘色奇迹 orange オレンジ,"剧情,爱情,科幻","土屋太凤,山崎贤人,龙星凉,山崎纮菜,樱田通,清水久留巳",桥本光二郎,6.7,2015
妇女参政论者 Suffragette,"剧情,传记,历史","凯瑞·穆里根,海伦娜·伯翰·卡特,布莱丹·格里森,安-玛莉·杜芙,本·卫肖,梅丽尔·斯特里普,萝玛拉·嘉瑞,杰夫·贝尔,萨缪尔·韦斯特,摩根·华金斯,娜塔莉·普莱斯,玛瑞沃拉·嘉沃斯卡,理查德·班克斯,李·尼古拉斯·哈里斯",莎拉·加芙隆,8.0,2015
心理罪,"悬疑,犯罪","陈若轩,付枚,王泷正,温心,吴国华,杨大为,韩烨州,宋永恒,栾蕾英,成城,张芯宁,潘伟奕,刘柏希,于诚群,蔡军,吴银灯,郑胜杰,徐槿哲,林振,魏云峰",五百,7.6,2015
马男波杰克 第二季 BoJack Horseman Season 2,"喜剧,动画","威尔·阿奈特,爱丽森·布里,亚伦·保尔,艾米·塞德丽丝,保罗·F·汤普金斯,克里斯汀·沙尔,斯坦利·图齐",J·C·冈泽尔兹,9.5,2015
花千骨,"剧情,爱情,奇幻,古装","霍建华,赵丽颖,蒋欣,张丹峰,马可,杨烁,钱泳辰,曾虹畅,安悦溪,李纯,徐海乔,鲍天琦,董春辉,蒋一铭,苗驰,沈保平,宫正楠,康磊,赵楚仑,高海,高一清","林玉芬,高林豹,梁胜权",6.2,2015
鸭王 鴨王,"喜剧,爱情,情色","白健恩,何浩文,袁嘉敏,何佩瑜,樊玲,梁敏仪,唐紫睿",区焯文,4.6,2015
疯狂外星人 Home,"喜剧,科幻,动画,冒险","吉姆·帕森斯,蕾哈娜,史蒂夫·马丁,詹妮弗·洛佩兹,马特·琼斯,布赖恩·斯特帕尼克,阿普里尔·劳伦斯,斯蒂芬·凯林,丽莎·斯图尔特,艾普尔·温切尔",蒂姆·约翰逊,7.3,2015
我的国王 Mon roi,"剧情,爱情","文森特·卡索,艾玛纽尔·贝克特,路易·加瑞尔,伊希尔·勒·贝斯柯,扬·戈旺,帕特里克·雷纳尔,克里斯托·圣·路易斯·奥古斯丁,保罗·艾米,菲利克斯·波舒哀",麦温,7.6,2015
极盗者 Point Break,"动作,犯罪,运动","卢克·布雷西,埃德加·拉米雷兹,泰莉莎·帕尔墨,雷·温斯顿,麦克斯·泰瑞奥,戴尔里·林多,托拜厄斯·桑特尔曼,马蒂亚斯·瓦雷拉,克雷蒙斯·施伊克,尼科莱·金斯基,格娜萨斯·巴伯,杰米斯·巴特勒,杰夫·伯勒尔,詹姆斯·勒格罗,犹大·刘易斯",埃里克松·科尔,6.8,2015
麦兜故事 麥兜故事,"剧情,喜剧,动画","李晋纬,林海峰,吴君如,黄秋生,Buxx Banner",袁建滔,8.5,2001
致命追击 Pound of Flesh,"动作,惊悚","尚格·云顿,达伦·萨赫拉维,Charlotte Peters,John Ralston,阿基·阿莱格",Ernie Barbarash,4.9,2015
女孩睡着了 Girl Asleep,家庭,"埃蒙·法伦,贝塔尼·维特莫尔,马修·惠德特,丹妮艾尔·卡坦扎利蒂,Pia Moutakis,Clara Moutakis",Rosemary Myers,6.1,2015
无敌破坏王2 Wreck-It Ralph 2,"喜剧,动画","约翰·C·赖利,萨拉·西尔弗曼,菲尔·约翰斯顿",瑞奇·摩尔,,2018
鸟人 Birdman or (The Unexpected Virtue of Ignorance),"剧情,喜剧","迈克尔·基顿,爱德华·诺顿,艾玛·斯通,扎克·加利凡纳基斯,安德丽亚·瑞斯波罗格,娜奥米·沃茨,艾米·莱安,梅里特·韦弗,克拉克·米德尔顿,琳赛·邓肯",亚利桑德罗·冈萨雷斯·伊纳里图,7.9,2014
积爱之人 愛を積むひと,,"佐藤浩市,樋口可南子,北川景子,野村周平,杉咲花,吉田羊,柄本明,森崎博之,佐户井贤太,冈田义德",朝原雄三,7.2,2015
画皮2 畫皮Ⅱ,"动作,爱情,惊悚,奇幻","周迅,赵薇,陈坤,冯绍峰,杨幂,费翔,陈廷嘉,鲁诺",乌尔善,5.9,2012
远方的家：长城内外,,,"唐天骄,谭文颖,胡鑫,张梦路",,2015
达拉斯买家俱乐部 Dallas Buyers Club,"剧情,同性,传记","马修·麦康纳,詹妮弗·加纳,杰瑞德·莱托,史蒂夫·茨恩,达拉斯·罗伯特斯,凯文·兰金,丹尼斯·欧哈拉,简·麦克尼尔,格里芬·邓恩,詹姆斯·杜蒙特,朱丽叶·里夫斯,斯蒂菲·格罗特,J·D·埃弗摩尔",让-马克·瓦雷,8.6,2013
黑暗扫描仪 A Scanner Darkly,"剧情,科幻,动画,悬疑,惊悚,犯罪","基努·里维斯,小罗伯特·唐尼,Casey Chapman,伍迪·哈里森,Mitch Baker,薇诺娜·瑞德",理查德·林克莱特,7.1,2006
日本加 Japanology Plus,纪录片,,NHK,7.9,2015
你我故事的最后 El fin,"动画,短片",,Hampa Studio,7.6,2015
军火贩 War Dogs,"剧情,喜剧,战争","乔纳·希尔,迈尔斯·特勒,布莱德利·库珀,安娜·德·阿玛斯,杰夫·皮埃尔,巴里·里维斯顿,肖恩·托布 ,JB·布兰科,阿什利·斯皮尔斯,Roman Mitichyan,麦克斯·丹尼尔斯,Rob Marchitti",托德·菲利普斯,7.2,2016
看见味道的少女 냄새를 보는 소녀,"剧情,爱情","朴有天,申世京,金所炫,尹珍序,南宫民",白秀灿,6.8,2015
桑杰的超级战队 Sanjay's Super Team,"动画,短片",布伦特·查弗,桑杰·帕特尔,7.6,2015
纸牌屋 第三季 House of Cards Season 3,"剧情,惊悚","凯文·史派西,罗宾·怀特,莫莉·帕克,迈克尔·凯利,蕾切尔·布罗斯纳安,杰妮·阿特金森,内森·达罗,康斯坦斯·齐默,德里克·塞西尔,拉斯·米克尔森,伊丽莎白·玛维尔","约翰·大卫·科尔斯,詹姆斯·弗雷,塔克·盖茨,约翰·达尔,罗宾·怀特,阿格涅丝卡·霍兰",8.3,2015
小羊肖恩 Shaun the Sheep Movie,"喜剧,动画,冒险","贾斯汀·弗莱彻,约翰·斯帕克斯,欧米德·吉亚李利,理查德·韦伯,凯特·哈伯,蒂姆·汉兹,安迪·尼曼,西蒙·格林诺,艾玛·泰特,杰克·保尔森,西恩·康诺利,亨利·伯顿,迪曼特·维瓦斯,苏菲·劳顿,妮娅·梅迪·詹姆斯","马克·伯顿,理查德·斯塔扎克",8.4,2015
娼妓与野兽 The Great Harlot and the Beast,"动画,短片",,弗雷德里克·萨灵特·勒尔斯-史密斯,7.9,2015
生活大爆炸 第九季 The Big Bang Theory Season 9,喜剧,"约翰尼·盖尔克奇,吉姆·帕森斯,凯莉·库柯,西蒙·赫尔伯格,昆瑙·内亚,梅丽莎·劳奇,马伊姆·拜力克,凯文·苏斯曼,劳拉·斯宾塞",马克·森卓斯基,8.8,2015
何以笙箫默,"剧情,爱情","钟汉良,唐嫣,谭凯,杨玏,菅韧姿,臧洪娜,米露,秦越,赵楚仑,吴倩,罗云熙,龙一一,王妍苏,李晨,黄世超",刘俊杰,6.5,2015
云中行走 The Walk,"剧情,传记,冒险","约瑟夫·高登-莱维特,本·金斯利,夏洛特·勒·邦,詹姆斯·戴尔,克莱门特·史鲍尼,凯撒·东布瓦,本尼迪克特·萨缪尔,本·施瓦茨,史蒂夫·瓦伦丁,马克·卡马乔,夸西·宋桂,帕翠西卡·图拉斯内,杰森·德里恩,拉里·戴,梅兰莎·布莱克索恩,娜塔莉·希波蒂,塞尔吉奥·齐奥,凯瑟琳·勒米厄,菲利普·苏西",罗伯特·泽米吉斯,7.5,2015
孤独的美食家 第五季 孤独のグルメ Season5,,松重丰,"溝口憲司,井川尊史",9.2,2015
真实的人类 第一季 Humans Season 1,科幻,"威廉·赫特,科林·摩根,嘉玛·陈,凯瑟琳·帕金森,尼尔·马斯克尔,丽贝卡·弗朗特,汤姆·古德曼-希尔,威尔·图德,露丝·布莱德利,艾米丽·伯林顿,露西 克劳斯",琪娜·木杨,8.4,2015
大同,纪录片,耿彦波,周浩,9.1,2015
故事的故事 Il racconto dei racconti,"爱情,恐怖,奇幻","萨尔玛·海耶克,文森特·卡索,托比·琼斯,约翰·C·赖利,雪莉·亨德森,海莉· 卡迈克尔,碧碧·凯芙,斯塔西·马汀,克里斯蒂安·利斯,吉约姆·德洛内,阿尔芭·洛尔瓦彻,卡特里内尔·马龙,乔纳·利斯,杰西·卡芙",马提欧·加洛尼,7.5,2015
消失的爱人 Gone Girl,"剧情,悬疑,惊悚,犯罪","本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯,凯莉·库恩,泰勒·派瑞,金·迪肯斯,米西·派勒,波伊德·霍布鲁克,艾米丽·拉塔科斯基,雪拉·渥德,派屈克·福吉特,斯科特·麦克纳里,凯西·威尔逊,李·诺里斯",大卫·芬奇,8.7,2014
